fips,year,yield_bushels_acre_combined,cover_crop_ratio,avg_temp_mean,max_temp_mean,precip_sum,vpd_mean,avg_temp_mean_lag1,max_temp_mean_lag1,precip_sum_lag1,vpd_mean_lag1
19001,2017,112.85,0.628674122932798,292.4078537137681,298.6272930253623,9331.917,0.7580484601449275,292.4078537137681,298.6272930253623,9331.917,0.7580484601449275
19003,2017,116.25,0.06262371267104622,292.68932880434784,298.9413525815217,6448.698,0.7722955163043478,292.68932880434784,298.9413525815217,6448.698,0.7722955163043478
19005,2017,121.55,0.15671737256319698,290.8060766590389,296.43003403890157,16139.741,0.6656178489702517,290.8060766590389,296.43003403890157,16139.741,0.6656178489702517
19007,2017,110.35,0.09753145199686893,292.921890625,299.3884307065218,5454.404,0.8467533967391304,292.921890625,299.3884307065218,5454.404,0.8467533967391304
19009,2017,134.2,0.024878057308694208,292.06903260869564,298.2043562801932,7429.841,0.7363520531400966,292.06903260869564,298.2043562801932,7429.841,0.7363520531400966
19011,2017,136.45000000000002,0.0,291.9324979619565,298.1711620244565,11065.701,0.7911569293478261,291.9324979619565,298.1711620244565,11065.701,0.7911569293478261
19013,2017,134.35,0.15760167955455293,291.6693594202899,297.887134057971,11277.512,0.7535597826086956,291.6693594202899,297.887134057971,11277.512,0.7535597826086956
19015,2017,124.55000000000001,0.12997823909364098,292.3452599637681,298.6533011775362,11246.289,0.7672998188405797,292.3452599637681,298.6533011775362,11246.289,0.7672998188405797
19017,2017,134.75,0.1264193792581378,291.1856032608695,297.1836725543478,6034.88,0.6766080163043479,291.1856032608695,297.1836725543478,6034.88,0.6766080163043479
19019,2017,138.6,0.04081756674634364,291.3721061594203,297.4791572463768,11358.823,0.7210442028985508,291.3721061594203,297.4791572463768,11358.823,0.7210442028985508
19021,2017,122.2,0.007290313555426767,291.3111345108696,297.60436367753624,10392.877,0.7024642210144927,291.3111345108696,297.60436367753624,10392.877,0.7024642210144927
19023,2017,133.65,0.14189083881425144,291.341347826087,297.52068342391306,9066.125,0.6933872282608696,291.341347826087,297.52068342391306,9066.125,0.6933872282608696
19025,2017,126.3,0.07904404025093681,291.8532525362319,298.38884311594205,15079.833,0.7301184782608695,291.8532525362319,298.38884311594205,15079.833,0.7301184782608695
19027,2017,135.85,1.974028070779696,291.924303442029,298.162375,12057.537,0.7116336050724638,291.924303442029,298.162375,12057.537,0.7116336050724638
19029,2017,127.15,1.0,292.3841376811594,298.5307699275362,8592.036,0.7446788949275363,292.3841376811594,298.5307699275362,8592.036,0.7446788949275363
19031,2017,140.95000000000002,0.0837292109948326,292.0760874094203,298.13720606884056,8799.256,0.7556979166666666,292.0760874094203,298.13720606884056,8799.256,0.7556979166666666
19033,2017,132.05,0.03551787594804753,291.0045638586957,297.19482744565215,8397.215,0.7216055253623189,291.0045638586957,297.19482744565215,8397.215,0.7216055253623189
19035,2017,133.04999999999998,0.035101385302617215,291.3466983695652,297.51505027173914,10911.963,0.6956050724637681,291.3466983695652,297.51505027173914,10911.963,0.6956050724637681
19037,2017,122.4,0.15226077480692998,290.788171875,296.4715210597826,6157.054,0.6288097826086956,290.788171875,296.4715210597826,6157.054,0.6288097826086956
19041,2017,127.45,0.2998569491742551,290.9342128623188,297.28445923913046,8268.281,0.7019764492753623,290.9342128623188,297.28445923913046,8268.281,0.7019764492753623
19043,2017,136.3,0.21517678034102308,291.12941417572466,296.87634375,20653.804,0.6771385869565217,291.12941417572466,296.87634375,20653.804,0.6771385869565217
19045,2017,136.5,0.10449174750586179,291.7793220108696,297.76711786684785,11696.224,0.7049572010869566,291.7793220108696,297.76711786684785,11696.224,0.7049572010869566
19047,2017,141.6,0.06185196803592656,291.8067125603865,298.03718689613527,16085.165,0.7296971618357488,291.8067125603865,298.03718689613527,16085.165,0.7296971618357488
19049,2017,120.89999999999999,0.043212800673719666,292.74196050724635,299.15680217391304,13358.882,0.8123492753623188,292.74196050724635,299.15680217391304,13358.882,0.8123492753623188
19051,2017,72.45,0.4570419142444195,293.02249796195656,299.62318138586954,4753.173,0.8800312499999999,293.02249796195656,299.62318138586954,4753.173,0.8800312499999999
19055,2017,140.5,0.027361306728324142,291.20676177536234,297.2432074275362,8815.476,0.7026702898550725,291.20676177536234,297.2432074275362,8815.476,0.7026702898550725
19057,2017,129.85,0.11540021085070148,292.887611660079,298.9488493083004,7306.453,0.8064995059288538,292.887611660079,298.9488493083004,7306.453,0.8064995059288538
19059,2017,126.94999999999999,0.08167375251734169,290.40923845108694,296.69600611413045,4948.141,0.6799361413043478,290.40923845108694,296.69600611413045,4948.141,0.6799361413043478
19061,2017,137.35,0.1174056529098725,291.1708695652174,296.98085760869566,14674.93,0.6817032608695652,291.1708695652174,296.98085760869566,14674.93,0.6817032608695652
19063,2017,134.5,0.6067285884004752,290.6309945652174,296.87791983695655,5401.451,0.6785672554347826,290.6309945652174,296.87791983695655,5401.451,0.6785672554347826
19065,2017,131.95,0.11615643189098948,290.9399714673913,296.62970652173914,13659.81,0.6465968070652174,290.9399714673913,296.62970652173914,13659.81,0.6465968070652174
19067,2017,128.75,0.14999802008949195,291.07265828804344,297.1470794836956,5205.134,0.7047146739130434,291.07265828804344,297.1470794836956,5205.134,0.7047146739130434
19069,2017,131.55,0.06754680171572885,291.2609121376812,297.4293740942029,8740.383,0.7035389492753623,291.2609121376812,297.4293740942029,8740.383,0.7035389492753623
19071,2017,132.3,0.07324476508886152,293.3434833333333,299.6452322463768,11541.226,0.8098492753623189,293.3434833333333,299.6452322463768,11541.226,0.8098492753623189
19073,2017,129.45,0.03367638674110201,292.22288360507247,298.71136684782607,12918.916,0.7467626811594203,292.22288360507247,298.71136684782607,12918.916,0.7467626811594203
19075,2017,140.45000000000002,0.045004585850279895,291.6427268115942,297.75894347826085,10399.323,0.7311536231884058,291.6427268115942,297.75894347826085,10399.323,0.7311536231884058
19077,2017,128.4,0.039821461053043974,292.3487355072464,298.6964782608696,13523.797,0.7582927536231884,292.3487355072464,298.6964782608696,13523.797,0.7582927536231884
19079,2017,125.9,0.024656062653775512,291.8182061594203,298.1355717391304,10633.962,0.7334699275362319,291.8182061594203,298.1355717391304,10633.962,0.7334699275362319
19081,2017,128.79999999999998,0.021757827581066255,291.0460366847826,297.22538949275366,9270.016,0.7226064311594204,291.0460366847826,297.22538949275366,9270.016,0.7226064311594204
19083,2017,136.7,0.022689765687908092,291.6348054347826,297.8312844202898,10416.918,0.7158974637681159,291.6348054347826,297.8312844202898,10416.918,0.7158974637681159
19085,2017,123.44999999999999,0.03287892791127542,292.5401169772257,298.92316770186335,15142.715,0.8228918219461697,292.5401169772257,298.92316770186335,15142.715,0.8228918219461697
19087,2017,128.45,0.053154490453198436,293.02644323671495,299.34513103864737,5818.278,0.8615658212560386,293.02644323671495,299.34513103864737,5818.278,0.8615658212560386
19089,2017,126.64999999999999,0.27016796332578796,290.41308423913046,296.0154646739131,5779.866,0.6358865489130434,290.41308423913046,296.0154646739131,5779.866,0.6358865489130434
19091,2017,129.45,0.06633781564547113,291.5542466032609,298.0587649456522,5571.902,0.7374551630434784,291.5542466032609,298.0587649456522,5571.902,0.7374551630434784
19093,2017,138.9,0.13012852357114651,291.58064311594205,297.8242595108695,12155.56,0.7233885869565218,291.58064311594205,297.8242595108695,12155.56,0.7233885869565218
19097,2017,130.65,0.06138685254176181,291.4336185770751,297.41265933794466,15797.536,0.7059061264822134,291.4336185770751,297.41265933794466,15797.536,0.7059061264822134
19099,2017,132.55,0.0874088777850029,292.43968629227055,298.6444347826087,11126.962,0.8039036835748792,292.43968629227055,298.6444347826087,11126.962,0.8039036835748792
19101,2017,105.8,0.1159506146244261,292.9453023097826,299.45594836956525,5138.0199999999995,0.8729932065217392,292.9453023097826,299.45594836956525,5138.0199999999995,0.8729932065217392
19103,2017,134.75,0.13038804523914063,292.28477989130437,298.6254157608696,11179.756,0.7930811820652174,292.28477989130437,298.6254157608696,11179.756,0.7930811820652174
19105,2017,135.95,0.10913629998542652,291.63796557971017,297.79395516304345,8327.117,0.7375534420289855,291.63796557971017,297.79395516304345,8327.117,0.7375534420289855
19107,2017,114.0,0.10894026121881029,292.5386634963768,299.10514628623184,8512.212,0.8450004528985507,292.5386634963768,299.10514628623184,8512.212,0.8450004528985507
19109,2017,133.0,0.03974093634851306,291.04568319746375,297.2831141304348,17229.601,0.7093145380434783,291.04568319746375,297.2831141304348,17229.601,0.7093145380434783
19111,2017,115.75,0.6191006793429423,293.24818649885583,299.41896224256294,15705.663,0.8477116704805492,293.24818649885583,299.41896224256294,15705.663,0.8477116704805492
19113,2017,136.7,0.08854707533493045,291.87113043478263,298.1844707880435,10871.137,0.7905424592391305,291.87113043478263,298.1844707880435,10871.137,0.7905424592391305
19115,2017,137.8,0.25082642822816703,292.8415773411371,299.1827035953177,10046.564,0.8251467391304348,292.8415773411371,299.1827035953177,10046.564,0.8251467391304348
19117,2017,41.4,2.5137186223000585,293.0868328804348,299.4113756793478,6056.7,0.8792533967391304,293.0868328804348,299.4113756793478,6056.7,0.8792533967391304
19119,2017,141.35,0.11730093437576616,290.99660326086956,297.3681219429348,11714.236,0.7428189538043478,290.99660326086956,297.3681219429348,11714.236,0.7428189538043478
19121,2017,112.8,0.19715665850140793,292.9606788949275,299.17588134057974,8142.978,0.831203804347826,292.9606788949275,299.17588134057974,8142.978,0.831203804347826
19123,2017,115.8,0.11120365169446113,292.7422604166666,299.31108786231886,7776.257,0.8671499094202898,292.7422604166666,299.31108786231886,7776.257,0.8671499094202898
19125,2017,119.3,0.1782912034449206,292.9763011775362,299.43403079710146,7364.482,0.8805421195652174,292.9763011775362,299.43403079710146,7364.482,0.8805421195652174
19127,2017,142.95,0.0879834903250853,291.9600280797101,298.05025,8573.483,0.737496829710145,291.9600280797101,298.05025,8573.483,0.737496829710145
19129,2017,122.9,0.09647840382687213,293.1431684782609,299.4197391304348,6884.3949999999995,0.8076940217391304,293.1431684782609,299.4197391304348,6884.3949999999995,0.8076940217391304
19131,2017,133.9,3.8241563055062167,290.6457873641304,296.5967010869565,6064.255,0.6843226902173913,290.6457873641304,296.5967010869565,6064.255,0.6843226902173913
19133,2017,126.55,0.14698628617267304,292.1552860411899,298.6615002860412,16580.149,0.7919090389016019,292.1552860411899,298.6615002860412,16580.149,0.7919090389016019
19135,2017,110.45,1.196775986659255,293.0570930706522,299.4969245923913,5889.594,0.9051861413043478,293.0570930706522,299.4969245923913,5889.594,0.9051861413043478
19137,2017,127.65,0.4918894219785241,292.86072146739133,299.00670991847824,6560.557,0.7757860054347827,292.86072146739133,299.00670991847824,6560.557,0.7757860054347827
19139,2017,133.55,0.18206418333262864,292.5158115942029,298.6123645833333,10464.278,0.7789211956521739,292.5158115942029,298.6123645833333,10464.278,0.7789211956521739
19141,2017,138.05,0.09053160511736941,290.96669565217394,297.29126811594205,8460.72,0.7163985507246377,290.96669565217394,297.29126811594205,8460.72,0.7163985507246377
19143,2017,135.65,0.13811020591442683,290.52610258152174,296.8095441576087,5438.543,0.7116487771739131,290.52610258152174,296.8095441576087,5438.543,0.7116487771739131
19145,2017,124.25,0.1169917948160626,293.01409510869564,299.2167821557971,11437.439,0.7781811594202899,293.01409510869564,299.2167821557971,11437.439,0.7781811594202899
19147,2017,126.6,0.0722707551840756,291.09517934782605,297.48178079710146,8484.88,0.7148863224637682,291.09517934782605,297.48178079710146,8484.88,0.7148863224637682
19149,2017,126.3,0.1993910838938217,291.64057404891304,297.94072509057975,19309.319,0.7442038043478261,291.64057404891304,297.94072509057975,19309.319,0.7442038043478261
19151,2017,124.55000000000001,0.10869414311227227,291.5401055253623,298.01601675724635,8802.342,0.7376105072463768,291.5401055253623,298.01601675724635,8802.342,0.7376105072463768
19153,2017,128.70000000000002,0.06697801749112417,292.88188369565216,299.2228184782609,10520.058,0.8488641304347825,292.88188369565216,299.2228184782609,10520.058,0.8488641304347825
19155,2017,126.4,0.049909881716130304,292.76969041867955,299.04687399355873,17844.631,0.8031515700483092,292.76969041867955,299.04687399355873,17844.631,0.8031515700483092
19157,2017,135.85,0.09150361520031025,292.17367119565216,298.39586503623184,7700.579,0.7980769927536232,292.17367119565216,298.39586503623184,7700.579,0.7980769927536232
19159,2017,108.30000000000001,0.4063797659494149,292.9036689311594,298.98153985507247,9565.99,0.7843351449275362,292.9036689311594,298.98153985507247,9565.99,0.7843351449275362
19161,2017,126.15,0.08202295347397495,291.6579072463768,297.9427485507247,14466.205,0.7184420289855072,291.6579072463768,297.9427485507247,14466.205,0.7184420289855072
19163,2017,141.7,0.1409423432564686,292.19495210597825,298.1811671195652,12673.169,0.7455947690217392,292.19495210597825,298.1811671195652,12673.169,0.7455947690217392
19165,2017,132.65,0.06508611894163259,292.09038659420287,298.25308079710146,10071.581,0.7442775362318841,292.09038659420287,298.25308079710146,10071.581,0.7442775362318841
19167,2017,142.95,0.09965631762268998,291.36617261904763,297.6363682712215,16761.652,0.738871894409938,291.36617261904763,297.6363682712215,16761.652,0.738871894409938
19169,2017,129.1,0.08223638664088424,292.17346105072465,298.415053442029,8934.132,0.7445375905797101,292.17346105072465,298.415053442029,8934.132,0.7445375905797101
19171,2017,140.05,0.07907265006312407,291.81086514945656,297.9542010869565,11613.25,0.7525733695652174,291.81086514945656,297.9542010869565,11613.25,0.7525733695652174
19173,2017,113.9,0.1586631907661413,292.74378079710146,298.846723731884,11138.68,0.7476000905797101,292.74378079710146,298.846723731884,11138.68,0.7476000905797101
19175,2017,96.2,0.19899255973011692,292.7354510869565,298.8462153532609,5859.397,0.7899021739130435,292.7354510869565,298.8462153532609,5859.397,0.7899021739130435
19177,2017,82.39999999999999,1.0442585182490602,293.2692112771739,299.7915801630435,5087.0,0.9057004076086956,293.2692112771739,299.7915801630435,5087.0,0.9057004076086956
19179,2017,99.0,0.27498124111946615,292.94577377717394,299.5194198369565,5939.427,0.8914728260869565,292.94577377717394,299.5194198369565,5939.427,0.8914728260869565
19181,2017,116.55,0.28300088725313005,293.14656023550725,299.42040126811594,7360.52,0.8711462862318841,293.14656023550725,299.42040126811594,7360.52,0.8711462862318841
19183,2017,141.05,0.10959950112628378,292.6007980072464,299.0155588768116,8439.896,0.8219474637681159,292.6007980072464,299.0155588768116,8439.896,0.8219474637681159
19187,2017,127.9,0.054644323322821556,291.89722853260866,298.36903994565216,16893.103,0.742245652173913,291.89722853260866,298.36903994565216,16893.103,0.742245652173913
19189,2017,135.29999999999998,0.09452932911837021,290.74219089673915,296.79849388586956,6458.325,0.7102452445652174,290.74219089673915,296.79849388586956,6458.325,0.7102452445652174
19191,2017,127.14999999999999,0.16667956955949523,290.5309680706522,296.1622629076087,14601.673,0.6194378396739131,290.5309680706522,296.1622629076087,14601.673,0.6194378396739131
19193,2017,129.3,0.07739558291581478,291.78521174749164,298.1999977006689,22871.704999999998,0.7539460702341138,291.78521174749164,298.1999977006689,22871.704999999998,0.7539460702341138
19195,2017,126.65,0.10202945253355765,290.6910380434783,296.7482663043478,6419.523,0.7071929347826087,290.6910380434783,296.7482663043478,6419.523,0.7071929347826087
19197,2017,132.4,0.06600498179727918,291.3524773550725,297.52786413043475,9098.494,0.7181494565217391,291.3524773550725,297.52786413043475,9098.494,0.7181494565217391
